model,unfairness_metric,unfairness_weight,iteration,unfairness,auc,protected_column_selected_prop,fair_feature_selected_prop,unfair_feature_selected_prop
GaussianNB,overall_accuracy_equality,0,19,0.09713983734313032,0.7123144615804549,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,20,0.08225283017974827,0.7214525657008196,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,21,0.08699814315647772,0.7203317178281121,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,22,0.08607986132929296,0.7205156164375045,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,23,0.08768406830241754,0.7189049114478221,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,24,0.0860713069944857,0.7188642109964691,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,25,0.096455539135775,0.7093645394503237,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,26,0.09219801007215632,0.7211123106335207,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,27,0.08377546100622008,0.7199899267702339,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,28,0.0861220638627882,0.7206741019008939,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,29,0.09298779271079982,0.720339623213694,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,30,0.08980901452624182,0.7190088607940682,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,31,0.09811226479986823,0.7043145622341713,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,32,0.09547111283220387,0.7077588876454136,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,33,0.0855293218527137,0.7201869663368254,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,34,0.08767252297115571,0.7191318014726099,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,35,0.08617383505167284,0.7206220076584362,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,36,0.10108884950043012,0.7065304632336431,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,37,0.08597027383437136,0.7198513039677183,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,38,0.08550012954290445,0.7185714918947794,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,39,0.09641109606303168,0.709401890134892,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,40,0.08965228910964984,0.7170745864599468,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,41,0.09143001297931316,0.7214712624035202,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,42,0.09474827558137992,0.7079326523097274,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,43,0.0840438985864268,0.7226250834999173,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,44,0.0962065534363178,0.7098360189786034,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,45,0.10730930515520663,0.7018428398423171,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,46,0.10547062641652746,0.7067114776747796,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,47,0.08748073953959026,0.7209614502167798,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,48,0.11223248215609433,0.7056914330554588,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,49,0.1119526833336236,0.6962235396681796,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,50,0.10278216110780412,0.7115569336755755,0.75,1.0,1.0
GaussianNB,overall_accuracy_equality,0,51,0.08694242970707441,0.7212760225019208,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,52,0.08766923493944392,0.7213045247317172,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,53,0.08512281590879553,0.7194479115886243,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,54,0.08632932292664852,0.7208453980144234,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,55,0.0855306950864399,0.7208388501752337,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,56,0.08632952688585899,0.7197068331643002,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,57,0.08487253909133641,0.7193589273380656,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,58,0.0865444845167162,0.7201645230016067,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,59,0.08374481860650929,0.7215325839469133,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,60,0.08461023074931326,0.7212798640850966,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,61,0.08569368012174475,0.719677352880614,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,62,0.09268731748337576,0.7136929405064246,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,63,0.11521253389378107,0.6954538690044685,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,64,0.08632077300232617,0.7199818832095111,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,65,0.08877222135869159,0.7129835350458882,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,66,0.10471291239175612,0.7047745040611062,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,67,0.08511192238804344,0.7201014131408645,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,68,0.08618335660746976,0.7191168154499248,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,69,0.09543801746870333,0.7124658333576679,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,70,0.08500550847146608,0.7210754654873863,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,71,0.08803676436118421,0.718617314076792,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,72,0.08545147285444417,0.7203831855885997,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,73,0.10879398770091099,0.7021377427108665,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,74,0.09550903134846668,0.7111418218937012,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,75,0.086196459688932,0.7189459299744378,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,76,0.0851656761865095,0.7199749063802959,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,77,0.08640930776776448,0.7203078084126617,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,78,0.08573945247697959,0.7197053031404114,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,79,0.0905017967228226,0.7207762820633348,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,80,0.08526642041674143,0.7208520605865465,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,81,0.08623222212627946,0.7190233390767076,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,82,0.08654193861727524,0.7188477888968259,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,83,0.08606060435293801,0.7194442642241163,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,84,0.08960794789172577,0.7207255974658326,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,85,0.08635860684929791,0.7166099682611379,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,86,0.08654296659365088,0.7204500289985619,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,87,0.08612589835673712,0.7206040122456603,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,0,88,0.08857330266489771,0.7231566446068751,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,89,0.08499948060835766,0.7188457632096502,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,90,0.08696169492945391,0.7194805978052572,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,91,0.08239102564102566,0.7184407790642074,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,92,0.08623717948717953,0.7200005103924606,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,93,0.093623501299414,0.7198872567784595,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,94,0.08401431390234276,0.7217081034287552,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,95,0.09292790518566284,0.7213464324831623,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,0,96,0.07076405824392258,0.6868863834644016,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,97,0.08271746958105218,0.7200259108005177,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,98,0.10227985029496772,0.7056978591048961,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,99,0.08455379291497409,0.7181884076717441,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,0,100,0.08672484256835544,0.7202524460926812,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,1,0.08703135375794452,0.7203653883424909,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,2,0.08655589362063026,0.7197066338181133,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,3,0.08525505690345997,0.7215760279384151,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,4,0.08454514607198779,0.7209874933703702,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,5,0.1067925436246247,0.7016723068799522,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,6,0.08472681346343394,0.7191645666539249,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,7,0.10559298757801797,0.6845497777919434,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,1,8,0.08719907099914072,0.7127579477622019,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,9,0.10540999163835382,0.6999336218062255,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,10,0.08539131187669732,0.7207354555930668,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,11,0.0885631952549083,0.7203941933606737,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,12,0.08591150918148044,0.7197406927223133,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,13,0.0906606786196704,0.7204214314978291,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,14,0.10386526122510034,0.7202427144651243,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,15,0.08563007515445842,0.7200418356715518,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,16,0.08534332898739677,0.7199972090315567,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,17,0.06498824902395697,0.6876706648816717,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,18,0.08779076363530725,0.6897197367945576,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,19,0.08767014037343332,0.7211160921983377,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,20,0.08225283017974827,0.7214525657008196,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,21,0.08699814315647772,0.7203317178281121,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,22,0.08607986132929296,0.7205156164375045,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,23,0.08768406830241754,0.7189049114478221,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,24,0.07431622328161125,0.6839999174885586,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,1,25,0.08620963749643076,0.7190622106063282,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,26,0.09219801007215632,0.7211123106335207,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,27,0.08377546100622008,0.7199899267702339,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,28,0.0861220638627882,0.7206741019008939,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,29,0.09298779271079982,0.720339623213694,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,30,0.08980901452624182,0.7190088607940682,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,31,0.08276138760688577,0.7199384208067479,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,32,0.0851405343198072,0.7189622583526979,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,33,0.0855293218527137,0.7201869663368254,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,34,0.08767252297115571,0.7191318014726099,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,35,0.08617383505167284,0.7206220076584362,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,36,0.08762731103889165,0.7201613480890032,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,37,0.08597027383437136,0.7198513039677183,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,38,0.08550012954290445,0.7185714918947794,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,39,0.08563523399406618,0.7190331504540994,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,40,0.08965228910964984,0.7170745864599468,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,41,0.09143001297931316,0.7214712624035202,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,42,0.08371886381667404,0.7190824068105457,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,43,0.0840438985864268,0.7226250834999173,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,44,0.08644092843631779,0.7200526485857728,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,45,0.0863169387429929,0.7201700356961087,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,46,0.08480946939173409,0.6919382144175865,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,47,0.08748073953959026,0.7209614502167798,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,48,0.08967609117865072,0.6888195288177043,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,49,0.1119526833336236,0.6962235396681796,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,50,0.08508304606355632,0.7231019251866112,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,51,0.08694242970707441,0.7212760225019208,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,52,0.08766923493944392,0.7213045247317172,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,53,0.08512281590879553,0.7194479115886243,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,54,0.08632932292664852,0.7208453980144234,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,55,0.0855306950864399,0.7208388501752337,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,56,0.08632952688585899,0.7197068331643002,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,57,0.08487253909133641,0.7193589273380656,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,58,0.0865444845167162,0.7201645230016067,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,59,0.08374481860650929,0.7215325839469133,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,60,0.08461023074931326,0.7212798640850966,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,61,0.08569368012174475,0.719677352880614,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,62,0.08934884804321139,0.6834344734832517,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,1,63,0.08712413317916451,0.7215737454847575,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,64,0.08632077300232617,0.7199818832095111,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,65,0.0845705406864227,0.7199340286579672,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,66,0.07071291239175614,0.675772126411017,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,67,0.08511192238804344,0.7201014131408645,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,68,0.08618335660746976,0.7191168154499248,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,69,0.08567239246870331,0.7215109960443427,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,70,0.08500550847146608,0.7210754654873863,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,71,0.08803676436118421,0.718617314076792,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,72,0.08545147285444417,0.7203831855885997,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,73,0.08215464343861592,0.6824729937210713,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,74,0.08724456853854931,0.7198762247457511,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,75,0.086196459688932,0.7189459299744378,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,76,0.0851656761865095,0.7199749063802959,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,77,0.08640930776776448,0.7203078084126617,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,78,0.08573945247697959,0.7197053031404114,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,79,0.0905017967228226,0.7207762820633348,0.5,1.0,1.0
GaussianNB,overall_accuracy_equality,1,80,0.08526642041674143,0.7208520605865465,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,81,0.08623222212627946,0.7190233390767076,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,82,0.08654193861727524,0.7188477888968259,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,83,0.08606060435293801,0.7194442642241163,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,84,0.08960794789172577,0.7207255974658326,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,85,0.10574727834843192,0.6788300216821365,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,1,86,0.08654296659365088,0.7204500289985619,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,87,0.08612589835673712,0.7206040122456603,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,88,0.08857330266489771,0.7231566446068751,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,89,0.08499948060835766,0.7188457632096502,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,90,0.08696169492945391,0.7194805978052572,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,91,0.08239102564102566,0.7184407790642074,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,92,0.08623717948717953,0.7200005103924606,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,93,0.093623501299414,0.7198872567784595,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,94,0.08401431390234276,0.7217081034287552,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,95,0.09292790518566284,0.7213464324831623,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,96,0.07076405824392258,0.6868863834644016,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,97,0.08271746958105218,0.7200259108005177,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,98,0.08689562789782565,0.6660550355587707,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,1,99,0.08455379291497409,0.7210184056503168,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,1,100,0.08672484256835544,0.7202524460926812,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,2,1,0.08703135375794452,0.7203653883424909,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,2,2,0.07228528051280786,0.6927246392616195,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,3,0.0761139958989055,0.6545601815474335,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,4,0.07490693964437857,0.6867746132272574,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,5,0.1067925436246247,0.7016723068799522,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,2,6,0.08053155976834309,0.6622085267433157,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,7,0.10559298757801797,0.6845497777919434,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,8,0.08719907099914072,0.7127579477622019,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,2,9,0.10540999163835382,0.6999336218062255,0.25,1.0,1.0
GaussianNB,overall_accuracy_equality,2,10,0.06444106746658737,0.6674284776814202,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,11,0.10933651322430847,0.6874049314127002,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,12,0.08392738219735346,0.6807608864014666,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,13,0.1001158068247986,0.6969839314978291,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,14,0.11186526122510036,0.6904090942700584,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,15,0.10163007515445843,0.6787331134364307,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,16,0.09436361660937934,0.6834402669776267,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,17,0.07339848558821829,0.630051468723172,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,18,0.06578171083729181,0.6631863900092728,0.25,1.0,0.5
GaussianNB,overall_accuracy_equality,2,19,0.07043649311864439,0.6856505709538521,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,20,0.07504129171820982,0.7003392859170195,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,21,0.0903280611892646,0.6912957131823513,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,22,0.06796670208710145,0.6855144903959159,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,23,0.10691891338548896,0.6674645831187115,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,24,0.07799999546432637,0.6548706896413821,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,25,0.07904498688722937,0.6386100979544607,0.0,1.0,0.25
GaussianNB,overall_accuracy_equality,2,26,0.1052011060473885,0.6423524675354423,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,27,0.049312057324136536,0.6904170287380335,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,28,0.09220245300769343,0.6822600267298904,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,29,0.09143980509470076,0.699291829096047,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,30,0.09134658900250553,0.6858022418316353,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,31,0.06998602900032841,0.7005809554133064,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,32,0.06455538733268221,0.6626121158041186,0.25,1.0,0.5
GaussianNB,overall_accuracy_equality,2,33,0.10828573210912397,0.6883982860381304,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,34,0.05931326300060325,0.7004854430826619,0.5,1.0,0.75
GaussianNB,overall_accuracy_equality,2,35,0.060328424423653486,0.6865182773150189,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,36,0.07568431751792963,0.6355289012699991,0.0,1.0,0.25
GaussianNB,overall_accuracy_equality,2,37,0.09797027383437136,0.6870414932964619,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,38,0.11351259788601735,0.6642301508684028,0.25,1.0,0.5
GaussianNB,overall_accuracy_equality,2,39,0.0749142434091537,0.6596545209535187,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,40,0.08965228910964984,0.7170745864599468,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,2,41,0.0780257925039248,0.6776671728990575,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,42,0.07996491228874994,0.6815511958242786,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,43,0.0840438985864268,0.7226250834999173,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,2,44,0.0667193739491383,0.6666854984611181,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,45,0.07419300520011007,0.692358189508965,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,46,0.071240600984156,0.6553137117526215,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,47,0.07959024034474327,0.685315719258549,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,48,0.08421485309500107,0.6582983118715559,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,49,0.0899526833336236,0.6811903530294089,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,50,0.0763728056297201,0.6328837424063152,0.25,1.0,0.25
GaussianNB,overall_accuracy_equality,2,51,0.06768205380098677,0.6817966765466712,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,52,0.09182950119648436,0.6841021437793362,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,53,0.0702175288438315,0.6576444693386392,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,54,0.07232932292664851,0.6614057757403374,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,55,0.0722312904388501,0.6846637272050834,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,56,0.08005712545216725,0.6926726528860183,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,57,0.07669946216825949,0.6960749899916282,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,58,0.0865444845167162,0.7201645230016067,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,2,59,0.08374481860650929,0.7215325839469133,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,2,60,0.08461023074931326,0.7212798640850966,0.0,1.0,1.0
GaussianNB,overall_accuracy_equality,2,61,0.09145699979387588,0.6876288627528555,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,62,0.0995483476903985,0.658561807948447,0.0,1.0,0.5
GaussianNB,overall_accuracy_equality,2,63,0.08605989169309641,0.6828288267855704,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,64,0.09448286249723688,0.699600530458216,0.25,1.0,0.75
GaussianNB,overall_accuracy_equality,2,65,0.0674301527471102,0.6868465890792932,0.0,1.0,0.75
GaussianNB,overall_accuracy_equality,2,66,0.048477150581953316,0.6238899924712988,0.5,1.0,0.5
GaussianNB,overall_accuracy_equality,2,67,0.08037250975389396,0.6968477366702761,0.0,1.0,0.75
